_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2409648,4152911,2017.0,2020.0,1960.0,PRIVATE,4,Parkdale-High Park,111 RUNNYMEDE RD,4,16,2020-12-11,75,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,4.0,3.0,,4.0,,4.0,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,,S0430,43.6505719581,-79.4757413114,306741.31899999996,4834291.715
2409649,4155380,2019.0,2020.0,1970.0,PRIVATE,2,Etobicoke Centre,320 THE WEST MALL,3,17,2020-12-11,71,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,,,3.0,5.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,,W0233,43.636889686,-79.5635303983,299658.36600000004,4832773.299
2409650,4155042,2017.0,2020.0,1954.0,PRIVATE,8,Eglinton-Lawrence,1500 EGLINTON AVE W,4,34,2020-12-11,71,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,N0831,43.698027116800006,-79.4407389878,309561.167,4839565.097
2409651,4153002,2022.0,2020.0,1910.0,PRIVATE,4,Parkdale-High Park,1570 KING ST W,3,18,2020-12-11,72,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,,3.0,4.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,S0436,43.638091463,-79.44404887399999,309298.548,4832907.31
2409652,4153071,2018.0,2020.0,1920.0,PRIVATE,4,Parkdale-High Park,467 RONCESVALLES AVE,4,15,2020-12-11,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,,,S0433,43.653029024,-79.451300765,308712.47,4834566.458000001
2409653,4154696,2017.0,2020.0,1965.0,PRIVATE,6,York Centre,535 SHEPPARD AVE W,12,83,2020-12-11,83,Evaluation needs to be conducted in 2 years,20,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N0630,43.755962232600005,-79.4343429276,310071.7,4846001.7530000005
2409654,4154695,2017.0,2020.0,1966.0,PRIVATE,6,York Centre,555 SHEPPARD AVE W,12,112,2020-12-11,81,Evaluation needs to be conducted in 2 years,20,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,N0630,43.755642859,-79.4356157794,309969.23699999996,4845966.2
2409655,4156002,2017.0,2020.0,1937.0,PRIVATE,8,Eglinton-Lawrence,1798 EGLINTON AVE W,3,34,2020-12-11,63,Evaluation needs to be conducted in 1 year,13,3.0,3.0,3.0,3.0,,3.0,,3.0,,,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,,,N0831,43.696142079,-79.44919947300001,308871.662,4839354.179
2409656,4154049,2018.0,2020.0,1959.0,PRIVATE,19,Beaches-East York,608 DAWES RD,6,84,2020-12-11,60,Evaluation needs to be conducted in 1 year,18,2.0,3.0,5.0,2.0,3.0,4.0,,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,,S1927,43.706994795,-79.295836771,321238.131,4840580.773
2409657,4169241,2017.0,2020.0,1928.0,PRIVATE,12,Toronto-St. Paul's,42 VAUGHAN RD,3,15,2020-12-11,77,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,4.0,,4.0,,4.0,,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,S1235,43.68218998,-79.4195011613,311274.675,4837807.056
2409658,4155840,2017.0,2020.0,1966.0,SOCIAL HOUSING,11,University-Rosedale,300 SHAW ST,3,32,2020-12-10,78,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,S1141,43.65047076729999,-79.4188998818,311326.66,4834283.206
2409659,4155627,2017.0,2020.0,1957.0,TCHC,8,Eglinton-Lawrence,3 LEILA LANE,3,31,2020-12-10,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,4.0,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,,N0823,43.722049816,-79.44575558300001,309154.837,4842234.568
2409660,4155644,2017.0,2020.0,1957.0,TCHC,8,Eglinton-Lawrence,87 AMARANTH CRT,4,30,2020-12-10,71,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,3.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,,N0823,43.720444621000006,-79.44680337,309070.52,4842056.181
2409661,4155845,2017.0,2020.0,1953.0,PRIVATE,5,York South-Weston,33 FLAMBOROUGH DR,3,43,2020-12-10,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,2.0,3.0,3.0,4.0,,3.0,,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,3.0,3.0,,W0529,43.7019480754,-79.4775820267,306591.346,4839999.254
2409662,4154133,2019.0,2020.0,1958.0,PRIVATE,14,Toronto-Danforth,15 GAMBLE AVE,3,27,2020-12-10,78,Evaluation needs to be conducted in 2 years,17,5.0,3.0,5.0,5.0,5.0,3.0,,3.0,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,S1421,43.6891811387,-79.3538144471,316569.387,4838590.994
2409663,4154136,2017.0,2020.0,1964.0,PRIVATE,14,Toronto-Danforth,20 GAMBLE AVE,12,213,2020-12-10,87,Evaluation needs to be conducted in 3 years,19,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,,S1421,43.6898019641,-79.3535830039,316587.924,4838659.999
2409664,4154120,2019.0,2020.0,1960.0,PRIVATE,14,Toronto-Danforth,27 GAMBLE AVE,6,75,2020-12-10,86,Evaluation needs to be conducted in 3 years,19,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,,S1421,43.6892398078,-79.3532188818,316617.38800000004,4838597.595
2409665,4154121,2017.0,2020.0,1970.0,PRIVATE,14,Toronto-Danforth,33 GAMBLE AVE,4,28,2020-12-10,80,Evaluation needs to be conducted in 2 years,17,5.0,3.0,5.0,5.0,5.0,5.0,,3.0,,3.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,,S1421,43.6894011372,-79.352872034,316645.318,4838615.567
2409666,4154135,2017.0,2020.0,1964.0,PRIVATE,14,Toronto-Danforth,72 GAMBLE AVE,12,212,2020-12-10,81,Evaluation needs to be conducted in 2 years,19,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,,S1421,43.6901320701,-79.3521100097,316706.6,4838696.875
2409667,4153143,2017.0,2020.0,1930.0,PRIVATE,10,Spadina-Fort York,115 EUCLID AVE,3,16,2020-12-10,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1022,43.6494076571,-79.4085775875,312159.435,4834165.952
2409668,4155766,2017.0,2020.0,2005.0,SOCIAL HOUSING,10,Spadina-Fort York,552 ADELAIDE ST W,5,84,2020-12-10,88,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,4.0,3.0,5.0,5.0,4.0,4.0,,4.0,,5.0,S1029,43.645573462,-79.402433707,312653.459,4833740.458000001
2409669,4415696,2018.0,2020.0,1928.0,PRIVATE,13,Toronto Centre,432 JARVIS ST,3,26,2020-12-10,73,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,,,3.0,5.0,4.0,3.0,4.0,4.0,,3.0,,,S1326,43.6652814395,-79.37830549819999,314598.869,4835932.642
2409670,4155859,2017.0,2020.0,1960.0,PRIVATE,13,Toronto Centre,433 JARVIS ST,9,144,2020-12-10,79,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,,S1326,43.663909713500004,-79.3766153717,314735.394,4835780.455
2409671,4415827,2018.0,2020.0,1928.0,PRIVATE,13,Toronto Centre,438 JARVIS ST,3,30,2020-12-10,74,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,,,3.0,5.0,5.0,3.0,4.0,4.0,,3.0,,,S1326,43.66542483640001,-79.3783580132,314594.61100000003,4835948.566000001
2409672,4153006,2017.0,2020.0,1970.0,PRIVATE,4,Parkdale-High Park,70 WILSON PARK RD,3,25,2020-12-10,75,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,3.0,,S0436,43.638628857,-79.4424836843,309425.058,4832966.142
2409673,4154179,2017.0,2020.0,1950.0,PRIVATE,15,Don Valley West,823 MILLWOOD RD,4,13,2020-12-10,90,Evaluation needs to be conducted in 3 years,16,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,N1535,43.7046543279,-79.36880487479999,315358.19899999996,4840308.001
2409674,4153403,2017.0,2020.0,1966.0,PRIVATE,10,Spadina-Fort York,50 STEPHANIE ST,24,284,2020-12-10,84,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,,S1024,43.651457871000005,-79.39239786,313464.06,4834396.283
2409675,4152965,2017.0,2020.0,1957.0,PRIVATE,4,Parkdale-High Park,130 TYNDALL AVE,5,37,2020-12-10,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S0437,43.6378675818,-79.4294602213,310475.906,4832882.331
2409676,4155024,2017.0,2020.0,1957.0,PRIVATE,12,Toronto-St. Paul's,642 VAUGHAN RD,4,23,2020-12-10,83,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,5.0,5.0,3.0,4.0,4.0,,5.0,,,S1222,43.692785049499996,-79.4417092331,309481.606,4838982.16
2409677,4272882,2017.0,2020.0,1952.0,PRIVATE,11,University-Rosedale,468 SUMMERHILL AVE,3,34,2020-12-10,87,Evaluation needs to be conducted in 3 years,15,4.0,5.0,5.0,4.0,4.0,4.0,,5.0,,,4.0,5.0,5.0,3.0,5.0,4.0,,4.0,4.0,,S1130,43.686670483,-79.37486008100001,314872.929,4838310.28
2409678,4287729,2018.0,2020.0,1952.0,PRIVATE,11,University-Rosedale,470 SUMMERHILL AVE,3,17,2020-12-10,87,Evaluation needs to be conducted in 3 years,15,4.0,5.0,5.0,4.0,4.0,4.0,,5.0,,,4.0,5.0,5.0,3.0,5.0,4.0,,4.0,4.0,,S1130,43.686627439,-79.374759908,314881.012,4838305.51
2409679,4156441,2017.0,2020.0,2009.0,SOCIAL HOUSING,12,Toronto-St. Paul's,201 VAUGHAN RD,3,30,2020-12-10,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,,5.0,4.0,5.0,S1229,43.6870772647,-79.4223633104,311043.417,4838349.831
2409680,4153051,2017.0,2020.0,1914.0,PRIVATE,4,Parkdale-High Park,310 RONCESVALLES AVE,4,13,2020-12-10,70,Evaluation needs to be conducted in 2 years,14,4.0,3.0,4.0,4.0,,3.0,,4.0,,,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,,,S0432,43.6492006854,-79.4505020154,308777.417,4834140.227
2409681,4253806,2017.0,2020.0,1956.0,PRIVATE,11,University-Rosedale,1 ROSEDALE RD,4,25,2020-12-10,81,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,S1129,43.674781847,-79.38361137,314169.232,4836988.448
2409682,4152986,2019.0,2020.0,1959.0,PRIVATE,4,Parkdale-High Park,140 SPRINGHURST AVE,5,20,2020-12-10,74,Evaluation needs to be conducted in 2 years,16,4.0,3.0,5.0,3.0,4.0,3.0,,3.0,3.0,,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S0437,43.6357144726,-79.43650599680001,309907.601,4832642.713
2409683,4154687,2017.0,2020.0,1950.0,SOCIAL HOUSING,6,York Centre,4085 BATHURST ST,3,10,2020-12-10,79,Evaluation needs to be conducted in 2 years,16,4.0,5.0,5.0,4.0,4.0,3.0,,3.0,,4.0,5.0,4.0,5.0,3.0,3.0,4.0,,3.0,4.0,,N0630,43.74471057069999,-79.4354450198,309983.913,4844751.683999999
2409684,4154688,2018.0,2020.0,1958.0,PRIVATE,6,York Centre,4087 BATHURST ST,3,11,2020-12-10,84,Evaluation needs to be conducted in 2 years,16,4.0,5.0,4.0,5.0,3.0,4.0,,4.0,,3.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,,N0630,43.7449473955,-79.43554268609999,309976.028,4844777.99
2409685,4154689,,2020.0,1953.0,PRIVATE,6,York Centre,4089 BATHURST ST,3,10,2020-12-10,73,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,3.0,5.0,,4.0,,3.0,3.0,3.0,5.0,4.0,3.0,3.0,,4.0,4.0,,N0630,43.7451902224,-79.4355554925,309974.977,4844804.968
2409686,4250262,2017.0,2020.0,1989.0,SOCIAL HOUSING,11,University-Rosedale,805 BLOOR ST W,4,24,2020-12-10,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,,3.0,4.0,5.0,4.0,3.0,4.0,,4.0,,4.0,S1132,43.662679383000004,-79.421476232,311117.231,4835640.346
2409687,4253010,2017.0,2020.0,2007.0,SOCIAL HOUSING,9,Davenport,46 DELAWARE AVE,3,14,2020-12-10,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,5.0,4.0,,4.0,,,4.0,3.0,5.0,3.0,4.0,4.0,,3.0,,4.0,S0935,43.655578195299995,-79.42613727220001,310742.29600000003,4834850.132
2409688,4153147,2017.0,2020.0,1912.0,PRIVATE,10,Spadina-Fort York,255 DOVERCOURT RD,3,16,2020-12-10,85,Evaluation needs to be conducted in 2 years,15,5.0,4.0,4.0,5.0,4.0,5.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,3.0,,S1021,43.6484324377,-79.42402265850001,310913.609,4834056.383
2409689,4156611,2017.0,2020.0,1955.0,PRIVATE,3,Etobicoke-Lakeshore,2844 BLOOR ST W,3,14,2020-12-10,84,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,3.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,5.0,,W0322,43.649347734399996,-79.503797178,,
2409690,4156649,2017.0,2020.0,1955.0,PRIVATE,3,Etobicoke-Lakeshore,2846 BLOOR ST W,4,16,2020-12-10,85,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,5.0,,W0322,43.6492875275,-79.5040692616,,
2409691,4154692,2017.0,2020.0,1959.0,PRIVATE,6,York Centre,4141 BATHURST ST,3,30,2020-12-10,92,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,N0630,43.7480692868,-79.436244411,309919.25399999996,4845124.782
2409692,4257265,2017.0,2020.0,1969.0,PRIVATE,11,University-Rosedale,95 DAVENPORT RD,3,26,2020-12-10,76,Evaluation needs to be conducted in 2 years,14,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,,,3.0,3.0,4.0,3.0,4.0,5.0,,4.0,,,S1128,43.673636335,-79.391647025,313521.42,4836860.285
2409693,4153922,2018.0,2020.0,1929.0,PRIVATE,12,Toronto-St. Paul's,57 LAWTON BLVD,4,12,2020-12-10,64,Evaluation needs to be conducted in 1 year,14,3.0,3.0,4.0,3.0,2.0,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,S1232,43.691956596000004,-79.39570523,313191.661,4838895.195
2409694,4774556,2020.0,2020.0,1989.0,PRIVATE,13,Toronto Centre,55 MUTUAL ST,3,40,2020-12-10,76,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1332,43.655606154,-79.37473438,314888.214,4834859.129
2409695,4154051,2017.0,2020.0,1970.0,SOCIAL HOUSING,19,Beaches-East York,418 DAWES RD,5,49,2020-12-10,69,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,S1927,43.7013834487,-79.29755669640001,321101.292,4839956.069
2409696,4153662,2017.0,2020.0,1975.0,PRIVATE,19,Beaches-East York,2263 QUEEN ST E,3,18,2020-12-10,68,Evaluation needs to be conducted in 2 years,13,4.0,3.0,3.0,3.0,,4.0,,3.0,,,4.0,3.0,3.0,4.0,3.0,3.0,,4.0,,,S1942,43.6710986709,-79.2938756588,321406.268,4836592.298
2409697,4154107,2017.0,2020.0,1973.0,PRIVATE,14,Toronto-Danforth,1111 BROADVIEW AVE,4,41,2020-12-09,88,Evaluation needs to be conducted in 3 years,17,5.0,3.0,5.0,5.0,5.0,5.0,,5.0,,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,,S1421,43.6865969215,-79.3555102879,316433.186,4838303.661
2409698,4153885,2017.0,2020.0,1955.0,PRIVATE,12,Toronto-St. Paul's,567 AVENUE RD,11,63,2020-12-09,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1232,43.688402926,-79.40160629399999,312716.44899999996,4838499.822
2409699,4154686,2017.0,2020.0,1960.0,PRIVATE,6,York Centre,3905 BATHURST ST,5,50,2020-12-09,77,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,,N0630,43.743207276599996,-79.4350944029,310012.274,4844584.687
2409700,4154942,2017.0,2020.0,1955.0,PRIVATE,12,Toronto-St. Paul's,3 CLAXTON BLVD,3,19,2020-12-09,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,4.0,4.0,4.0,5.0,3.0,4.0,3.0,,3.0,,,S1229,43.686965094099996,-79.420416441,311200.387,4838337.511
2409701,4153145,2017.0,2020.0,1932.0,PRIVATE,9,Davenport,10 BEACONSFIELD AVE,4,11,2020-12-09,81,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S0937,43.643432753,-79.4253164727,310809.709,4833500.853
2409702,4154112,2017.0,2020.0,1973.0,PRIVATE,14,Toronto-Danforth,55 COSBURN AVE,12,155,2020-12-09,85,Evaluation needs to be conducted in 2 years,19,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,,S1421,43.6884922382,-79.3520019211,316715.641,4838514.709
2409703,4154048,2017.0,2020.0,1959.0,PRIVATE,19,Beaches-East York,612 DAWES RD,6,65,2020-12-09,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,2.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,,S1927,43.707368794,-79.295895516,321233.295,4840622.311000001
2409704,4153924,2017.0,2020.0,1965.0,PRIVATE,12,Toronto-St. Paul's,95 LAWTON BLVD,7,60,2020-12-09,73,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,S1232,43.693346588000004,-79.39645967439999,313130.915,4839048.603999999
2409705,4153159,2017.0,2020.0,1930.0,PRIVATE,9,Davenport,1044 COLLEGE ST,3,43,2020-12-09,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,,,S0934,43.653199472,-79.430277706,310408.275,4834586.517
2409706,4154279,2017.0,2020.0,1959.0,PRIVATE,5,York South-Weston,2050 KEELE ST,9,187,2020-12-09,83,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,,W0529,43.6979738679,-79.4763948236,306687.153,4839557.752
2409707,4152921,2017.0,2020.0,1975.0,PRIVATE,4,Parkdale-High Park,494 RUNNYMEDE RD,3,36,2020-12-09,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,,,4.0,3.0,4.0,4.0,5.0,3.0,,4.0,4.0,,S0426,43.6595761764,-79.4801030062,306389.17600000004,4835291.941000001
2409708,4154579,2017.0,2020.0,1960.0,PRIVATE,6,York Centre,8 VINCI CRES,4,33,2020-12-09,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,4.0,,5.0,,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0629,43.736228569,-79.44612288399999,309124.24,4843809.751
2409709,4154577,2017.0,2020.0,1960.0,PRIVATE,6,York Centre,59 VINCI CRES,4,33,2020-12-09,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,4.0,,5.0,,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,N0629,43.737831754,-79.446511032,309092.864,4843987.8319999995
2409710,4155389,2017.0,2020.0,1970.0,PRIVATE,2,Etobicoke Centre,361 THE WEST MALL,16,141,2020-12-09,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,W0233,43.64088681,-79.564713058,299564.642,4833089.72
2409711,4155382,2017.0,2020.0,1962.0,PRIVATE,2,Etobicoke Centre,311 THE WEST MALL,7,109,2020-12-09,70,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,2.0,4.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,,W0233,43.6365103403,-79.562181408,299767.179,4832731.073
2409712,4154891,2017.0,2020.0,1958.0,PRIVATE,16,Don Valley East,2 SWIFT DR,4,61,2020-12-09,96,Evaluation needs to be conducted in 3 years,18,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,N1628,43.726549517399995,-79.31918836210001,319351.711,4842747.946
2409713,4154974,2017.0,2020.0,1929.0,SOCIAL HOUSING,12,Toronto-St. Paul's,175 VAUGHAN RD,4,29,2020-12-09,77,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,,,4.0,5.0,4.0,3.0,4.0,4.0,,4.0,,,S1229,43.6862643144,-79.4217422251,311093.57,4838259.553
2409714,4152950,2017.0,2020.0,1962.0,PRIVATE,4,Parkdale-High Park,1 SPRINGHURST AVE,5,41,2020-12-09,82,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,4.0,4.0,3.0,,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S0437,43.6346126017,-79.4260955967,310747.684,4832520.944
2409715,4154838,2019.0,2020.0,1958.0,PRIVATE,17,Don Valley North,688 SHEPPARD AVE E,4,35,2020-12-09,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,3.0,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,3.0,,N1725,43.769190713,-79.379327637,314499.417,4847477.313
2409716,4152959,2017.0,2020.0,1939.0,PRIVATE,4,Parkdale-High Park,57 SPENCER AVE,3,19,2020-12-09,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S0437,43.636137103,-79.429522246,310470.794,4832691.036
2409717,4152960,2017.0,2020.0,1939.0,PRIVATE,4,Parkdale-High Park,59 SPENCER AVE,3,19,2020-12-09,75,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,4.0,3.0,,3.0,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,3.0,,S0437,43.636297355,-79.429583628,310465.827,4832708.835
2409718,4153154,2017.0,2020.0,1940.0,PRIVATE,9,Davenport,19-21 RUSHOLME RD,3,11,2020-12-09,91,Evaluation needs to be conducted in 3 years,16,5.0,5.0,4.0,4.0,4.0,4.0,,5.0,,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,4.0,,S0934,43.650137633,-79.42672564600001,310695.11600000004,4834246.595
2409719,4153158,2017.0,2020.0,1905.0,PRIVATE,9,Davenport,1 HAVELOCK ST,3,18,2020-12-09,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,,S0934,43.6531913676,-79.42927202199999,310489.665,4834584.737
